No.;Time;Comment;Scramble;Date;P.1
1041;10.61;;R2 B2 R' D F' R' F2 D R D2 F2 D2 B2 L2 F2 U' F2 U' L2;2026-06-28 16:01:59;10.61
1042;12.01;;L D' L' B2 L2 F2 R' D2 B2 F2 R U2 R' F' R B' R2 D R B2;2026-06-28 16:02:22;12.01
1043;15.88;;F2 D R B' U F B2 R U F2 L2 U2 R2 D' F2 L2 F2 L2 B';2026-06-28 16:02:44;15.88
1044;14.94;;U' R2 U' B2 U F2 R2 U' L2 U L2 R' D R2 U' B D B2 F R' U;2026-06-28 16:03:19;14.94
1045;12.35;;L2 F' U2 R D B' U' F2 L' U2 B2 U2 D2 R B2 L2 F2 L B' L2;2026-06-28 16:03:45;12.35
1046;12.43;;R2 B2 U2 F' D2 B D2 L2 U2 F D' L' R2 B' U B F2 L2 B F2;2026-06-28 16:04:14;12.43
1047;13.41;;F2 U2 R F2 R U2 R2 D2 L' F2 D2 R' D B U' B2 R' F' L D R';2026-06-28 16:04:37;13.41
1048;13.43;;F2 U' L2 D U2 R2 B2 F2 D2 F2 L B U2 R B2 D L B2 U2 L';2026-06-28 16:05:01;13.43
1049;9.97;;B2 L B2 F2 D R2 F2 L2 U' B2 U' R2 D2 F' D F2 L' D2 F D' B2;2026-06-28 16:05:26;9.97
1050;11.95;;D B' D' R2 U' F2 D R2 U' R2 U2 L2 B2 U B' R D' U' B2 R F';2026-06-28 16:05:48;11.95
1051;17.15;;D F' L2 D2 L B2 R' F L2 F2 R2 L2 U B2 U' D R2 B2 U' R';2026-06-28 16:06:14;17.15
1052;12.09;;D2 U R2 U' B2 F2 R2 F2 R2 D L2 D B L2 B U R B F' D';2026-06-28 16:06:43;12.09
1053;12.81;;B2 R' F2 R2 B2 L B2 R B2 F2 D2 L U L2 B2 R2 U2 B' R U' F;2026-06-28 16:07:08;12.81
1054;12.21;;D F' L' U' F2 R D' R B' U2 L2 U2 L2 F2 R2 U' F2 U R2 U;2026-06-28 16:07:32;12.21
1055;13.15;;R D R2 B2 D' R2 B2 R2 D2 B2 U' F' D2 R D2 U B F2 R';2026-06-28 16:07:56;13.15
1056;12.48;;U L2 D B2 F2 D' R2 D2 L2 D R2 F D' U' L2 D L' D2 F D L';2026-06-28 16:08:24;12.48
1057;15.61;;U L2 D R2 D2 F2 L2 B2 U B2 R2 F' D' U' R' D F' D2 L';2026-06-28 16:08:48;15.61
1058;14.83;;D' L2 D F R D R' U2 R D2 B2 U2 B D2 R2 F' B2 L2 F' R2;2026-06-28 16:09:15;14.83
1059;13.00;;L2 U' F U' F' B' U2 R D R U2 L2 F2 U2 R' B2 D2 L U2 R;2026-06-28 16:09:39;13.00
1060;17.91;;U' L' B' U2 F L2 F U2 R2 B2 U2 R2 D B' R' D' F' U F2;2026-06-28 16:10:01;17.91
1061;14.43;;D2 L2 F U2 B D2 B' D2 B R2 U2 L2 R D2 F' R' U' L' D F U;2026-06-28 16:10:32;14.43
1062;13.92;;R2 U2 D' L' U' R U2 F' L2 D2 B2 L2 D2 L' F2 L' D2 R D2 U';2026-06-29 15:25:11;13.92
1063;14.41;;U' F2 L2 U' L2 B2 D B2 U' R2 D' L2 F U' B L' D U' L B2 D';2026-06-29 15:25:36;14.41
1064;14.90;;B2 F2 R2 D2 U R2 F2 D' F2 L2 F2 U B L2 R2 D F2 D' B R U';2026-06-29 15:26:03;14.90
1065;11.99;;D R' U L2 U2 F2 U2 F2 U' L2 U F2 R2 B D F' L2 D B' L U;2026-06-29 15:26:33;11.99
1066;13.16;;F2 U' B2 R2 B2 U2 L2 D B2 L2 U2 L2 R F U R2 B R' F2 R;2026-06-29 15:27:23;13.16
1067;12.01;;L2 U2 L2 D2 R2 B2 U B2 R2 U L D R' B U2 R' U B D2;2026-06-29 15:27:45;12.01
1068;15.36;;R2 U2 L2 D U' R2 U L2 R2 U L B2 F U L' F L' F2;2026-06-29 15:28:07;15.36
1069;13.02;;B U2 R2 B' U2 B2 L2 F L2 R2 B' F' D' L' F' U F2 D2 L2 R';2026-06-29 15:28:34;13.02
1070;12.46;;L2 R2 D F2 D B2 D' B2 U2 R2 B2 U F U L2 U' F' D' R B2 U2;2026-06-29 15:28:58;12.46
1071;19.70;;U' R2 F' B' R' D L U' B2 L2 F2 R2 D2 B2 U' D2 F2 U F' U' R;2026-06-29 15:29:23;19.70
1072;12.44;;R D' L B' D' F' L2 U D2 B D2 F' R2 D2 B2 L2 D2 F R2 F';2026-06-29 15:30:01;12.44
1073;11.12;;L R2 U2 F2 D' B2 U' B2 L2 B2 R2 U2 F2 B' R' F' R U' L2 B2 D';2026-06-29 15:30:26;11.12
1074;12.53;;R' F D B2 R2 D2 L2 U L2 B2 U2 B2 R2 D2 F' U2 R B F' L2 R';2026-06-29 15:30:54;12.53
1075;11.84;;D' R' F2 D2 B2 U2 L' R' U2 F2 R U' B L U B U R' B';2026-06-29 15:31:17;11.84
1076;13.75;;R' F L' D2 B' R B' D L F U2 B L2 F B2 D2 R2 D2 B' R2;2026-06-29 15:31:40;13.75
1077;13.04;;D' L' U2 L B2 R' U2 L B2 R' D2 U2 B D L2 B2 R D' B' U2;2026-06-29 15:32:05;13.04
1078;9.30;;D2 U2 B2 U2 R2 F2 R2 F R2 U' L' B2 D B' R F U F' D';2026-06-29 15:32:29;9.30
1079;13.58;;D' B2 F2 R' D2 L' U2 F2 D2 L2 B2 F2 D U' L' D B' D L F';2026-06-29 15:39:01;13.58
1080;13.12;;R' D2 F2 R F2 D2 F2 R' D2 U2 F2 U F' R' D2 F' U2 R B';2026-06-29 15:39:25;13.12
1081;15.42;;U' F' B2 R' D2 L' D B' L' F' R2 F D2 F2 B U2 R2 U2 R2 U2 B;2026-06-29 15:39:51;15.42
1082;9.85;;L2 R2 B L2 B U2 B' L2 B2 D2 R2 L D' L' D2 R2 D' L2 B D';2026-06-29 15:40:21;9.85
1083;13.48;;D F2 L2 R2 U2 F2 U L2 U' B2 D F L2 U' F' U2 B R B2 R D';2026-06-29 15:40:45;13.48
1084;14.24;;R D' F2 R2 U' B2 U2 L2 D F2 U R2 U F' R F U B' U2 L' D';2026-06-29 15:41:09;14.24
1085;15.78;;F U2 L2 F' U F2 U2 R' L2 D2 L2 B' R2 B' U2 R2 B';2026-06-29 15:41:34;15.78
1086;19.59;;R' U L2 D' R2 B2 U' L2 U' B2 U R B' R U2 B2 F L' D';2026-06-29 15:41:59;19.59
1087;14.95;;R B2 F2 D2 R' F2 U2 B2 U2 R2 F2 U F L R' D2 F L B' D';2026-06-29 15:42:35;14.95
1088;17.29;;F' L2 B R2 U B2 D' F2 D B2 L2 U2 L' F D2 B L' B D2;2026-06-29 16:12:47;17.29
1089;9.31;;D2 B' R2 F' L2 U2 R2 F2 L2 R2 B' R' B' U R2 U2 R' D2 F2 D' F;2026-06-29 17:40:57;9.31
1090;17.39;;U' B2 L2 U2 L2 U B2 L2 D F2 U' B L2 F2 R D' R2 D F2 L';2026-06-29 17:48:18;17.39
1091;14.00;;F2 U B2 R2 F' D' B L' D R F2 L D2 F2 D2 R' D2 R' U2 L D2;2026-06-29 17:48:48;14.00
1092;16.64;;B U2 R2 F2 D2 F2 U2 L2 B' D2 R2 U2 L R U L2 B U' L' F' D;2026-06-29 17:49:25;16.64
1093;15.77;;B' D2 L2 D L2 U2 L2 F2 D' R2 F' U' R F L U F2 L F;2026-06-29 17:50:03;15.77
1094;13.72;;F R' F2 D U L2 R2 D F2 L2 D R2 D' R D' R' D U B L2;2026-06-29 17:50:31;13.72
1095;13.93;;L' B2 R U' L' B L D2 R2 F2 U2 F2 L2 D' F2 L2 B2 R2 D F';2026-06-29 17:50:57;13.93
1096;17.85;;F2 B2 R2 D2 R' D F U2 F2 R2 D' L2 B2 D L2 U F2 U2 L2;2026-06-29 17:51:38;17.85
1097;13.10;;R U' R F2 D B2 D' L2 U' B2 U' F2 D L2 R' U2 F' U' B L' R2;2026-06-29 17:52:06;13.10
1098;11.37;;F2 R2 D' B2 F2 D2 B2 D R2 U' R2 F2 R B F2 D' U F D L' F2;2026-06-29 17:52:33;11.37
1099;12.16;;B2 D L2 U F2 U L2 B2 R2 U' F2 L B2 D2 B U' L B2 D' L';2026-06-29 17:52:56;12.16
1100;10.67;;B2 F2 D' U B2 D R2 D B2 L2 B D2 L2 R' B' D2 F R' F' R';2026-06-29 17:53:20;10.67
1101;10.98;;B2 D2 B2 L R F2 L' D2 F2 R2 B2 D B' U2 R B2 D B' R2 U';2026-06-29 17:53:49;10.98
1102;11.73;;D2 B2 L2 B2 R2 B U2 R2 U2 L2 F L2 D R B U' L' U' L2 B' R;2026-06-29 17:54:12;11.73
1103;13.56;;B' D' R' U2 L R2 F2 L D2 R B2 F2 D' R B2 D2 F L2 D';2026-06-29 17:54:38;13.56
1104;13.01;;D' F D F2 U' D L B' U' R' D2 F2 U2 L2 B2 R D2 L U2 D2 R2;2026-06-29 17:55:03;13.01
1105;15.05;;D' R' D' F R2 B2 U2 B' L2 D2 F2 D2 F U2 R' D B D2 F' L' F2;2026-06-29 17:55:30;15.05
1106;13.84;;L2 B2 D B2 L2 R2 D2 L2 U B2 U R' F R2 B L' D2 F2 D U' R;2026-06-29 17:55:58;13.84
1107;13.35;;B R D2 L B2 U2 B2 L2 D2 L2 R F2 U' L' F' U R D B' D';2026-06-29 17:56:28;13.35
1108;11.85;;F' U' L' B D2 B' D2 F' R2 F L2 F2 D2 R2 U R B R2 F2 D F;2026-06-29 17:56:58;11.85
1109;12.44;;L2 B2 R2 U L2 U R2 F2 L2 U2 R' F D' L2 B' D' F2 D' R2;2026-06-29 17:57:19;12.44
1110;11.18;;R B' D R' F2 R D2 F2 L2 F2 L2 F2 D2 B' L F2 R2 D' U' F;2026-06-29 17:57:44;11.18
1111;12.22;;B' D' L' B' U2 D B2 L' B' L2 D2 R2 B2 L2 B U2 B' U2 F';2026-06-29 17:58:06;12.22
1112;13.04;;F2 L B2 R2 D2 F2 U' L2 U L2 D2 R2 D' F' R' B' U L U2 F2 L';2026-06-29 17:58:33;13.04
1113;16.80;;L U2 B U2 F' D2 R2 B' L2 D2 U2 B2 D2 U' B' F U' L D R' B2;2026-06-29 17:58:58;16.80
1114;16.11;;R F2 U D' L' B' R2 D F' L U2 B2 R F2 R U2 B2 D2 R' U2 D2;2026-06-29 17:59:29;16.11
1115;10.91;;D F2 L2 D F2 L2 U F2 D' B2 L2 U2 F' L2 U F' R2 D' U' B2 L';2026-06-29 17:59:59;10.91
1116;10.14;;B2 U2 F U2 B' R2 U2 L2 F U2 B L' R' D B2 U2 F D U';2026-06-29 18:00:22;10.14
1117;13.34;;D2 L2 B2 U2 R2 U2 L2 B2 L' U' F2 D' F' U B D2 U2;2026-06-29 18:00:46;13.34
1118;12.68;;F' U R2 U2 L' D' R' U' R F2 R' D2 L2 F2 L' B2 R U2;2026-06-29 18:01:14;12.68
1119;12.56;;L2 B' U2 L2 F2 U2 L2 B2 F' D2 F' R' F2 D' B F D' B2 R' F2 L';2026-06-29 18:01:40;12.56
1120;14.51;;D2 U B2 D R2 U B2 F2 R2 U B2 L U B2 L B F2 D' R' D';2026-06-29 18:02:07;14.51
1121;13.02;;L2 B' R2 B' F2 D2 B D2 L2 B' U2 F' U R' B' D' U2 F2 L' R' D;2026-06-29 18:02:36;13.02
1122;10.22;;L' D' F2 R2 D L2 U' F2 D2 L2 B' D B' F' L' B' D' B2 R';2026-06-29 18:03:10;10.22
1123;12.07;;U' B2 U2 B2 F R2 D2 L2 R2 F' U' F' D R' B U' L D' F;2026-06-29 18:03:32;12.07
1124;10.00;;F2 D' B2 U B2 L2 R2 D2 L2 D L2 U F R B' D2 L' R D B U;2026-06-29 18:04:21;10.00
1125;10.03;;D R' D' L2 U2 F' L2 R2 B' U2 B R2 D' B2 L' B' D2 L R;2026-06-29 18:04:41;10.03
1126;13.56;;F' R B2 F2 D' F2 R2 D2 U F2 D2 R2 F2 R' D' R2 F' R U2 L;2026-06-29 18:05:11;13.56
1127;16.05;;U R B2 L D2 L2 D2 R B2 F2 R' U R' B F' U' B2 F L;2026-06-29 18:05:38;16.05
1128;11.54;;F2 L' B D' R2 U B2 U2 B2 L2 D' U F R2 F2 D U2 L' U';2026-06-29 18:06:08;11.54
1129;9.44;;D' R2 F' L2 U B' D' L U' F' B D2 L2 F' D2 L2 B L2 B D2 L2;2026-06-29 18:06:31;9.44
1130;11.54;;R' U' F R2 U L2 R2 U L2 D B2 U2 L2 F2 R' F' U' F2 D F' L2;2026-06-29 18:06:54;11.54
1131;15.80;;L' F D2 F2 D2 L2 B D2 R2 F' L2 F2 D2 R' B' U L2 U2 L2 R;2026-06-29 18:07:16;15.80
1132;12.81;;U' R2 B R' F2 R U F2 U2 B2 L' B2 R' B2 D2 F2 L B2 D2 B R';2026-06-29 18:07:44;12.81
1133;11.68;;U2 F L2 F D2 B U2 F' U2 B2 L2 R2 U R D2 U2 R' F' R2 D2 L';2026-06-29 18:08:08;11.68
1134;14.64;;L' F2 D' F' L2 R2 F' L2 B' L2 U2 B D2 F U F' D' R' D2 L' U';2026-06-29 18:08:42;14.64
1135;13.48;;D' B2 F2 D L2 R2 U2 F2 U' R2 U2 R B2 D' L D F L2 B U R';2026-06-29 18:09:11;13.48
1136;13.54;;L D2 R' U2 R2 D2 B2 L2 F2 R U2 R2 B U' B2 F' D2 R' D' L2 B;2026-06-29 18:09:37;13.54
1137;12.51;;F' R D2 L D2 F2 L' F2 L2 B2 R2 D L2 D F2 D B' D' L';2026-06-29 18:10:00;12.51
1138;14.36;;L2 B' D2 L2 R2 D' F2 D F2 U L2 U B2 F U L' B D2 U2 L2;2026-06-29 18:10:22;14.36
1139;13.40;;L U2 B' F2 L2 R2 U2 F' U2 R2 F' D2 L B2 L2 U' F2 L' U' R;2026-06-29 18:10:49;13.40
1140;14.26;;R2 L2 U2 L' U D' F D F D2 F D2 L2 U2 B2 L2 B;2026-06-29 18:11:17;14.26
1141;13.31;;L' F D R2 U F2 D2 R2 D' R2 F2 U' F2 L D' U2 F R2 B' D2;2026-06-29 18:11:45;13.31
1142;13.01;;U R2 U2 R2 F D2 F2 U2 B' R2 B L2 R' B2 F2 U L' B2 D' L F';2026-06-29 18:12:10;13.01
1143;15.09;;D2 B2 U R2 D2 R2 F2 D L2 U' L U2 B' F' D' L2 D2 F2 U L';2026-06-29 18:12:32;15.09
1144;8.98;;D B2 D L2 U' F2 L2 D' B2 U B2 L2 F' L' B2 F2 R' B' L' R;2026-06-29 18:12:58;8.98
1145;10.27;;D2 B2 F2 L' U2 R' F2 R' F2 L F2 U' R F U' F' L R2 B F' U;2026-06-29 18:13:24;10.27
1146;14.44;;F D R' U2 B2 U2 R D2 L2 R U2 R' B2 R' B' F' R' F R D' U';2026-06-29 18:13:51;14.44
1147;11.95;;B2 R2 F2 L D2 U2 L D2 R2 B2 R D R' B R' F' L D2 F2;2026-06-29 18:14:17;11.95
1148;12.19;;D2 B L2 U2 B2 F' D2 F' L2 F D2 R' B2 D U2 B D2 B' U F2;2026-06-29 18:14:41;12.19
1149;15.15;;U L F D2 R2 B2 L' F2 R B2 R' B2 D2 U2 F L' U B' L D' B';2026-06-29 18:15:03;15.15
1150;10.58;;F' L' F D' F' D' F' D' R2 U L2 U' R2 F2 R2 F2 U2 R2 D' L';2026-06-29 18:15:29;10.58
1151;11.69;;F R L2 U F2 U' R2 U2 F2 R2 D U2 L' F2 U' R B' F' D L2;2026-06-29 18:15:56;11.69
1152;16.84;;L2 U F2 U2 L2 D' R2 B2 D L2 R F' L D' L' D2 L U' R2 U' B';2026-06-29 18:16:22;16.84
1153;13.31;;F' L F2 L2 D' R2 U2 L2 D B2 D2 F2 R' D' L B' L F2 L2 D;2026-06-29 18:16:48;13.31
1154;13.69;;L F' D L2 D L2 F2 D' U' L2 B2 R2 L' F' D2 L2 R' D R' U';2026-06-29 18:17:13;13.69
1155;12.34;;B2 D L2 D' F2 D' R2 U2 R2 U B2 R B D U2 F' L' R' D2 B F;2026-06-29 18:17:39;12.34
1156;15.48;;U D' F2 B' R F2 R' D R' U2 L F2 U2 L2 D2 L F2 L U' D2;2026-06-29 18:18:05;15.48
1157;11.66;;B' F2 D U2 R2 B2 U2 B2 F2 L2 U' F U' L F L2 D' R' U' B2;2026-06-29 18:18:31;11.66
